processed,Code
infeccion tracto urinario 3t,O23593
meniscopatia,M23309
microadenoma hipofisario,D352
historia de sars cov2,Z8616
quimioterapia,9925
cn,N23
fractura supracondilea femur derecho,S72451A
a negativo,Z6711
cataracta od,08RJ3JZ
tumorectomia mama der,0HBT0ZZ
recambio protesis mama izquierda,Z45812
meniscectomia,V1359
estenosis carotidea,I6529
36+2 semanasa,Z3A36
laparoscopia exploradora,5421
quistes de naboth,N888
obesidad parto,O99344
n401,N401
gammapatia monoclonal,D472
grupo a negativo,Z6711
esteatosis,K760
diverticulos,56210
sonda nasogastrica,0D9670Z
mioma parto,D259
hematoma postquirurgic,99812
cesarea anteriores,O34219
sepsis urologica,N390
estancament ponderal,78341
epilepticas,G40909
ascitis maligna,R180
cistectomia radical,0VT30ZZ
tc abdominal,8801
radiografia cervial,BR00ZZZ
cesareas previas,O34211
anexectomia bilateral lap,0UT74ZZ
leucopenia,28850
tumorectomia mama izq,0HBU0ZZ
alergia a penicilina,V140
desgarro grado ii,66411
historia ulcus gastrico,V1271
inmunodeficiencia combinada,2792
ventosa,O631
gemelar bicorial/biamniotica,O30043
esclerosis multiple parto,G35
endometriosis parto,N809
acortamiento de expulsivo.,O631
dinoprostona,3E0P7VZ
polipo endometrial,0UB98ZZ
febricula intraparto,O752
impotencia sexual,N529
esofagitis por reflujo,53011
cistitis aguda sense hematuria,N3000
poliposis nasosinusal,J338
n04.8,N048
sincope,R55
fx h,V1551
anemia normocitica,D649
anemia microcitica hipocromica,2809
mioma intramural parto,O3413
eco obs 2t,BY4CZZZ
obesidad part,O99214
lda,4052
radiografia abdomen,BW00ZZZ
hepatocarcinoma,1550
cos estrany oido,09C4XZZ
mastopatia fibroquistica derecha,N6011
vertigo paroxistico benigno,38611
angor,4139
linfadenitis cronica,2891
cardiopatia hipertensiva insuficiencia renal cronica,40490
protesis biologica,Z953
alergica a codeina,Z886
cefalea postpuncion dural,O745
lavado cavidad abdominal,0W9G0ZZ
stres,F439
cancer cervix,1809
fuamdora parto,F17210
hernia umbilical,5531
protesis mama,E8781
sindrome vertiginoso periferico,H81399
linfadenectomia paraaortica.,07TD0ZZ
grupo sanguineo materno: a,Z6710
enfermedad renal cronica terminal,N186
retencion de orina,R339
hirsutismo,L680
fissura anal aguda,K600
eco tv,8878
41+1,O480
protesis rodilla,V4365
anemia 3t,O99013
neoplasia urotelial,81203
arritmias,I499
poliglobulia,2890
bradicardia fetal,O76
linfadenectomia paraaortica,4052
sialolitiasi,5275
gsrh: o + (,Z6740
estancamiento ponderal,78341
somnolencia,R400
histerectomia subtotal,6839
palpitacions,R002
desprendimiento prematuro de placenta,O458X3
oxcitocica,3E033VJ
vacuum,10D07Z6
ecografia vias urinarias,8875
hipertrofia benigna de prostata,N400
portadora de audifonos,Z974
aborto diferido,632
n25.81,N2581
hernia epigastrica,K439
i27.20,I2720
ooforectomia bilateral,0UT20ZZ
hipertiroidisme part,64811
litiasis renales,N200
fistula qx,9986
frenillo peneano corto,N473
r41.843,R41843
metrorragia,N921
virus hepatitis B,Z2251
rxt,BW03ZZZ
aborto,10A07ZX
hipotiroidisme part,O99284
cateter doble j,598
grupo sanguineo: a negativo,Z6711
deficit vitd,E559
hipertension arterial insuficiencia renal cronica,I129
o134,O134
salpinguectomia derecha,0UT50ZZ
ivc,I872
hipotiroidismo parto,E041
sindrome antifosfolipido parto,O9912
hernioplastia inguinal izquierda laparoscopica,0YU64JZ
anuscopia,4921
histerectomia total vaginal,0UTC7ZZ
stent,Z955
hipotiroidismo parto,64811
anti d.,O360130
hematoma qx,99812
rpbf,65681
condilomas,07811
sindrome de down,Q909
insuficiencia renal cronica 3,N183
historia fx,Z8781
asma parto,F1011
fumador parto,O99334
polipo endometrial,0UB98ZZ
cataracta senil,36610
taquicardia supraventricular paroxistica,I471
polimicrogiria,7422
miomas,2189
anemia puerperal,O9903
hematoma sobreinfectado,99812
fgs,0DJ08ZZ
neoplasia de endometrio,1820
esteatosi hepatica,5718
eco tv,8878
enf anteparto,64893
hemivertebra,Q7649
itu's de repeticion,Z87440
ansiosa depresiva anteparto,64843
conizacion part,O3429
grupo sanguineo: o (+),Z6740
cancer mama,C50919
nebulitzat,9394
hipertension insuficiencia cardiaca,I509
desgarro de primer grado,O700
eco de abdomen,BW40ZZZ
parto precipitado,O623
amniorexis artificial,10907ZC
insuficiencia aortica,I351
cuerpo extrano,E915
hipercolesterolemia parto,O99284
doble anexectomia,0UT70ZZ
afasia residual,43811
sindrome apnea obstructiva sueno,G4733
amigdalectomia,E8786
epilepsia part,G40909
discopatia l4-l5,M5186
0 positivo,Z6740
obesitat morbida part,O99214
cistitis de repeticion,V1302
anexectomia bilateral por laparoscopia,6563
ha tuberculosa,Z8611
ile por trisomia,Z332
hpv part,O9852
fumadora part,64901
anexectomia derecha laparoscopica,0UT04ZZ
histerectomia vaginal,0UT97ZZ
enfermedad pulmonar obstructiva cronica,J449
it moderada,3970
hemangioma cavernoso,D1802
caida,V1588
parto eutocico a las 40,O480
grupo sanguineo: 0 negativo,Z6741
prolapso vesical,N819
colon irritable part,K589
alergia al latex,V1507
geu,63310
expansor mama derecha,0HHT0NZ
tumorectomia mama derecha,0HBT0ZZ
vaciamiento cervical izquierda,4041
quistes de naboth. -,N888
covid parto,U071
estilsona,9923
gestacion pretermino,64421
sag +,O99824
infeccion respiratoria,5198
hipopotasemica,E876
metrorragia post-menopausica,N950
adenocarcinoma de pulmon en lsd,C3411
utero polimiomatoso,D259
claustrofobia,F40240
sigmoidectomia,Z9049
osteopenia,73390
miomas subserosos,D252
rubeola no inmune,Z228
enfisema pulmonar,4928
mastectomia radical modificada,8543
taponamiento nasal,2Y41X5Z
infeccio respiratoria,5198
hipertension arterial parto,4019
: o negativo,Z6741
ciatalgia,7243
antibioticoterapia,3E03329
neoplasia mamaria derecha,C50911
omfalectomia,0WBF0ZZ
angiotc abdomen,B42CYZZ
"40,6 setmanes",Z3A40
herpes genital parto,Z370
ivc,I872
ptr izquierda,0SRD0J9
forceps,720
vomits,78703
38+2 semanas,Z3A38
hipertransaminasemia,R740
gsrh:o positivo,Z6740
episodios presincopales,R55
lavado vesical continuo,3E1K78Z
variz esofagica,I8500
nodulos esplenicos,D7389
pectus excavatum,75481
propionibacterium acnes,B9689
hbp intervenida,V4577
incompatibilidad rh,65611
hipertiroidismo parto,O9912
hiperprolactinemia parto,E221
miopatia esteroidea,3594
carcinoma de tiroides,193
fractura basicervical cadera izquierda,S72042A
hidronefrosis,N1330
diverticulos en sigma,K5730
displasia renal,Q614
alcalosis respiratoria,E873
pe leve,O1404
leucemia limfoblastica,20400
rubeola no inmune .,O9852
infeccion tracto urinario klebsiella,B961
desgarro 2,O701
esofagitis,K209
- grupo sanguineo: a positivo,Z6710
aspirado de medula osea,4131
39,Z3A39
colelitiasi,57420
barrera idiomatica,Z603
neumonia covid parto,J1289
diarreas,78791
monitorizacion cardiorrespiratoria,4A0ZX6Z
cefalea cronica diaria,R519
neoplasia prostatico,C61
agenesia renal izquierda,Q600
otitis media cronica,H6690
klebsiella,B961
laringotraqueoscopia,3142
infeccion tracto urinario puerperal,O8629
contacto covid,Z20822
induccion medica,3E033VJ
carcinoma de mama izquierda,C50912
amniorrexis espontanea,65811
retinopatia hipertensiva,H35039
ojo seco,H04129
miomectomia,6829
cannabis part,F1210
aftas oral,K120
bronquiolitis aguda rhinovirus,B348
miomas uterinos parto,65411
roncador habitual,78059
tumor,80001
histerectomia subtotal,0UT90ZL
cirrosis hepatica de origen enolico,5712
trocanteritis bilateral,M7062
ascitis maligna,78951
hemangiomas,91200
espina bifida,74190
: o postivo,Z6740
historia de cancer de mama,Z853
mtx hepaticas,1977
doble anexectomia,6561
adherencias part,O9962
gonococo,0980
epilepsia parto,O99354
quimio,V5811
hipernatremica,E870
acidosis respiratoria,E872
hipotiroidismo part,O99314
hemartrosi genoll,71916
historia de colicos renales de repeticion,Z87442
41+4 semanas,Z3A41
gastroenteritis aguda,K529
penicilina,3E03329
incompatibilidad rh,O360130
hemorragia postparto,66612
psoriasis cutanea,6961
bronquiolitis aguda vrs recien nacido,J210
quemadura dorso mano derecha,0JBJ0ZZ
poliquistosis renal del adulto,Q612
legrado obst,10D17ZZ
maduracion cervical,3E0P7GC
estenosis pulmonar,74731
anemia parto,64821
endometriosi uterina,6170
intervencion quirurgica menisco,V1359
miocardiopatia dilatada,I420
hipernatremica recien nacido,P741
hipercolesteromia,E7800
erosion rodilla derecha,S80211A
gestacion prolongada,O480
varices,I8390
q39.1,Q391
neoplasia renal derecha,C641
rubeola: negativo,O9852
cesaria anterior,O34219
anti d,O26893
escafocefalia,7560
tomografia axial computarizada de arterias pulmonares,B32TZZZ
carcinoma,80103
esclerosis multiple parto,O99354
z-plastia,8684
34+1 semana,Z3A34
disfagia,R1310
retirada port-a-cath,0JPT0XZ
cancer mama derecha,C50911
historia cancer mama,V103
bronquiolitis vrs recien nacido,P2889
cesarea previa,O34219
carcinoma lobulillar in situ,85202
fusion labios mayores,N9089
41+5 semanas,Z3A41
hipotiroidismo 3t,O99613
alfa talasemia parto,O9902
coxartrosis izquierda,M1612
analgesica,9929
radiografia abd,8819
ascitis quilosa,4578
ltb,6632
endometriosis parto,O9989
cifosis cervical,M40202
ex - fumadora,V1582
endoscopica nasal,2219
bipap,5A09357
miopia,H5210
histerectomia radical,0UT40ZZ
infecciones urinarias de repeticion,Z87440
dislipemia,2724
nodulo tiroideo parto,O99284
vin,23332
nefrectomia radical izquierda,Z905
dermatitis,6929
migrana parto,O9912
quistes renal izquierdo,N281
alergia a la proteina de la leche de vaca,5798
cefazolina,9921
radiografia de torax,BW03ZZZ
. a negativo,Z6711
intervencion quirurgica hernia discal,V1359
sutura clitoris,0UQJXZZ
alergia a aines,Z886
cultivos vaginales positivos,61610
tomografia axial computarizada abdomen,BW20ZZZ
lfn pelvica,07TC0ZZ
sv,5794
zika parto,O9852
neuralgia del trigemino,G500
prodomos,O624
hernia epigastrica,K439
y836,Y836
colico biliar,57420
hipotiroidismo part,2449
mellitus,E119
fallo de medro,R6251
covid parto,U071
gastritis eosinofilica,K5281
colon irritable parto,K589
hipertension arterial insuficiencia renal cronica 4 insuficiencia cardiaca congestiva,N184
mastectomia bilateral,0HTV0ZZ
rasgo talasemico,D563
apgar,4A1HXCZ
angiodisplasia de colon,K5520
hiperplasia nodular hepatica,K7689
polipo cervix parto,N841
leucocitosi part,D72829
neumonias de repeticion,Z8701
alergia a la penicilina,V140
quimioterapia,9925
"desgarro i,",0HQ9XZZ
hipertension arterial insuficiencia renal cronica 6,N186
fiebre qx,78062
trombocitopenia part,D696
": o, rh: negativo",Z6741
azitromicina,3E03329
o70.1,O701
epsitaxi,R040
rafi radio distal derecho,0PSH04Z
quemadura 2 brazo izquierdo,T22232A
reseccion intestinal,Z9049
alcoholismo,F1020
dermatitis atopica parto,L209
traqueotomia,V440
ansioso-depresiva,F418
pneumonies de repeticio,Z8701
sindrome adherencial,5680
radiografia de torax,8744
granuloma hepatica,K753
prematuridad 2000,P0718
gardenella,B9689
braquicefalia,Q750
reflujo gastroesofagico part,O9962
isquemia renal,59381
colestasis part,K831
eco-tv: utero,BU4CZZZ
hidrosalpinx izquierdo,N7011
absceso mama derecha,N611
hipospadias subcoronal,Q540
trabajaba,Y990
granuloma piogenico,L980
ecoabd,8876
fracaso de induccion,O610
vejiga hiperactiva,N3281
conizacion con asa de diatermia,0U5C8ZZ
asma extrinseco,49300
biopsia duodeno,4514
epistaxis,R040
enfermedad pulmonar obstructiva cronica,J449
sars cov-2,U071
carcinoma endometrio,1820
quemadura 2 muslo derecho,T24211A
diabetes mellitus part,64801
seroterapia,3E0337Z
hipo,R066
litiasis renal izqueirda,0TC14ZZ
lavados vesicales,3E1K78Z
ileostomia,Z932
trastorno ansioso-depresivo,F418
institucionalizada,Z593
radiografia perone derechol,BQ0GZZZ
polipo endometrial,0UB98ZZ
deshidratacion,27651
dpf,O334XX0
hiperparatiroidismo secundario renal,N2581
sueroterpia,9918
extraccion manual de placenta,10D17Z9
desgarro vaginal,O714
"grupo o +,",Z6740
osteopenia,M8580
ilpp muslo derecho,0HRHX74
cateter venosa,3893
pancreatitis aguda litiasica,K8510
doble annexectomia,6561
utero subsepto parto,O34593
historia de neoplasia de mama,Z853
tc cerebro,B020ZZZ
laparoscopica robotica,1742
factor v leyden parto,O9912
sgb positivo,O99824
mujer,Z370
lactancia artificial,O925
stp`,3E0337Z
cardiopatia hipertensiva,I119
amigdalitis cronica,J3501
litiasis ureter derecho,0TC68ZZ
anemia posparto,64822
espondilitis anquilosante parto,O480
insuficiencia aortica,I351
fibroadenoma,90100
sangrado puerperio,O721
enfermedad pulmonar obstructiva cronica,J449
grupo sanguineo: a rh positivo,Z6710
ecografia transfontanelar,B040ZZZ
anemia posparto,O9081
propess,3E0P7VZ
hipotiroidismo pregestacional,O99284
plaquetopenia,2875
sindrome de hellp,O1424
antibioterapia,3E03329
estenosis pulmonar,Q256
hiperglicemia,R739
anemia postoperatoria,D62
adenoamigdalitis cronica,J3503
36+5 semanas,Z3A36
hiperuricemia,7906
hipertrofia adenoidea,J352
ascitis,78959
mental parto,O99344
virus inmunodeficiencia humana part,O9872
virus hepatitis B parto,O9842
ht,0UTC0ZZ
gs o positivo,Z6740
hipotiroidisme,E039
i50.814,I50814
cataracta od,08RJ3JZ
historia de astrocitoma,Z85841
quiste ovarico,N83209
covid recien nacido,P358
by pass aortobifemoral,Z95828
linfadenectomia axilar derecha,4051
ahogamiento,T751XXA
re +,V860
carcinoma seroso,84413
a pos,Z6710
dilatacion laringe,3198
ecografias obstetricas,8878
vertigo periferico.,H81399
bloqueo de rama derecha,I4510
enfermedad pulmonar obstructiva cronica agudizado,J441
dmnid,25000
oligoammnios,O4103X0
laparoscopia-laparotomia,V6441
carcinoma de cervix,C539
20 sem,Z3A20
enfisema,4928
mastectomia bilateral,Z9013
sahos,32723
pectus excavatum,Q676
epistaxis,R040
lavados vesicales continuos,3E1K78Z
infeccion de vias respiratorias alta,J069
meningismo,7816
s aureus,B9561
sutura llavi,2751
dermatitis part,L309
desgarro cervix,0UQC7ZZ
obseidad anteparto,64913
resecciones intestinales,Z9049
tabaquico,F17210
condilomas parto,O9832
displasia broncopulmonar,P271
espondilosis,M479
histerectomia total laparoscopica,0UT94ZZ
induccion,3E033VJ
polipo uterino,N840
hipotiroidismo part,G35
plaquetopenia parto,D696
obesidad morbida parto,27801
crohn parto,K5090
fibrobroncoscopia,3323
obesidad part,O99214
asma extrinseca,49300
histerectomia total vaginal,0UT97ZZ
embolizacion,3979
sarcoidosis pulmonar,5178
prostatectomia radical laparoscopica asistida por robot,8E0W4CZ
perforacion timpanica,38420
e05.90,E0590
hiperplasia suprarrenal congenita,E250
rubeola no inmune,Z228
asma part,O9952
ppc derecha,Z96641
atelectasia,J9811
sangrado postamigdalectomia,99811
hipotiroidismo parto,E038
alergia niquel,Z91048
sondaje vesical,5794
anemia renal,28521
pielonefritis aguda,59010
varon,V270
esquizofrenia,F209
insuficiencia tricuspidea,I071
preclamsia grave,O1414
rx-torax,BW03ZZZ
hipercolesterolemia familiar,E7801
dolor eeii,M79662
hipospadias,75261
hematoquecia,K921
hipotiroidismo 3t,Z87440
cefuroxima,9921
deficit proteina s parto,D6859
atresia esofagica,7503
34+5 semanas,Z3A34
alergica niquel,Z91048
39 sem,Z3A39
cin 2,62212
desgarro grado 1º,O700
anhidramnios,O4103X0
diu descendido,99632
colitis ulcerosa,K5190
hernia inguinal izquierda,55090
anexectomia bilateral por laparoscopia,0UT74ZZ
acidosis metabolica,E872
portadora de gastrostomia,Z931
vacuum recien nacido,7633
oh- ocasional,30502
retencion de restos postparto,O731
amniorrexis,O4292
ligadura tubarica bilateral,6632
forceps,720
ascitico,R188
eco,8876
penfingoide,L129
alergias: ibuprofeno,Z886
grupo sanguineo b+,Z6720
trastorno adaptativo part,O99344
meniscectomia dreta,0SBC4ZZ
historia de ulcus sangrante,Z8711
a pos,Z6710
carcinoma basocelular,80903
obesidad 2t,O99212
atropello en via publica,V0920XA
utero septo,75235
40 +5 semana,Z3A40
hipertiroidismo,E0590
metrorragia,6266
historia de sars cov2,Z8619
apendicectomia,0DTJ0ZZ
sospecha de perdida de bienestar fetal,65681
escoliosis dorsal,M4184
quiste anexiales d,N83291
von willebrand parto,O9912
retirada de diu,Z30432
litiasis renal drecha,0TF38ZZ
diabetis,E119
tiroiditis de hashimoto,2452
fumadora parto,F1211
metatarsalgia izq,M7742
infeccion respiratoria,J988
tomografia axial computarizada abd,BW20ZZZ
methergin im,3E023GC
v12.59,Z8679
40 + 6,Z3A40
escoliosi,73730
cistoscopia,0TJB8ZZ
recien nacido muerto,Z371
a negativ,Z6711
sinusitis bilateral,4610
hiperrreactividad bronquial,J9809
mastitis,N610
33+3 semans,Z3A33
enfermedad pulmonar obstructiva cronica,496
alergia sulfamidas,Z882
gonartrosis,M1710
historia de radioterapia,Z923
epi anteparto,64663
deficit vit d parto,E8881
enf part,64891
adenovirus,B340
hernia hiatal,5533
pielonefritis,59010
sindrome de von willebrand,D680
distocia 2,65281
salpinguectomia,V4577
nefrostomias bilaterales,0T9430Z
fibrilacion auricular,I4891
sindrome ansioso depresivo parto,3004
reseccion transuretral de vejiga,0TBB8ZZ
bicorial biamniotico,V9103
situacion transversa,O322XX0
sop parto,E039
gastritis atrofica,K2940
27.3 semanas,Z3A27
inmunosupresor,3E033GC
recien nacida,Z370
anorexia,R630
ulcus duodenal,53290
cervicalgia,7231
implante de lio,1371
anti d,O360130
infecciones urinarias repeticion,V1302
fiebre postparto,67202
carcinoma ductal infiltrante mama izquierda,C50912
historia neoplasia ojo,V1084
alergia a acaros,V1506
metrorragias postmenopausica,6271
tomografia axial computarizada de abdomen,8801
enf alzehimer,F0280
cancer de mama izquierda,C50912
enfermedad renal cronica hipertension arterial,N189
pge2,3E0P7VZ
historia de accidente cerebrovascular,Z8673
gastroenteritis,K529
ecocardiografia recien nacido,B24DZZZ
laminectomia,0QB00ZZ
laparoscopia,5421
desgarro vulvar,0UQMXZZ
hiperuricemia,E790
demencia alzheimer,F0280
colocacion gastrostomia,V551
colostomia,V443
bc/ba,V9103
salpingectomia bilateral,0UT70ZZ
desnutricio,2639
infeccio respiratoria vies baixes,5198
b negativo,Z6721
hernia de hiato.,K449
crisis hipertensiva,I169
alergia nolotil,V146
desgarro iiib,O7022
turbinoplastia,J343
hemicolectomia,Z9049
desgarro perineal de 2º grado,O701
diabetes mellitus tipo 1,E109
liberacion de adherencias,5459
ex-fumadora,Z87891
alcohol part,F1010
sg: 40 +,O480
fibrilacion auricular paroxistica,I480
amigdalitis aguda,J0390
meningitis cronica,G031
40 +3 sg,Z3A40
reumatismo palindromico,M1230
hiperbilirrubinemia,E806
hernia inguinal derecha incarcerada,K4030
leiomiomas uterino,D259
alergia tramadol,V146
adherencias parto,O9962
cesarea anterior anteparto,65423
v62.84,R45851
anemizante,D62
hernia inguinal izquierda,K4090
cierre colostomia,V553
prostatitis cronica,N411
madden derecha,07T50ZZ
anemia ferropencia parto,D509
cordoma,93703
linfadenectomia pelvica,4053
hipercolesterolemia parto,E780
maladaptacion pulmonar recien nacido,P221
absceso tubo ovarico d,N7093
colestasis gravidica,5768
grupo rh: a+,Z6710
hermana cancer mama,Z803
escoliosis congenita,Q675
rinoconjuntivitis alergica estacional,H1013
artritis,71690
desgarro de ii grado,O701
enfermedad renal cronica - hipertension arterial,I129
fumadora puerperio,64904
insuficiencia renal rapidamente progresiva,N179
"hernia hiatus,",K449
adherencias,K660
expansor mama izquierda,0HHU0NZ
men-1,E3121
foramen oval permeable,Q211
retinopatia diabetica,36201
psoriasis parto,L409
laminectomia lumbar,00NY0ZZ
cardiopatia isquemica,I259
"desgarro perineal iiº,",O701
adiro,Z7982
alergica a penicilina,Z880
geu tubarico izquierdo,O00102
caruncula uretral,N362
crisis hipertensiva,I169
