Code,Literal
Z87891,Ex tabaquismo
Z6830,obesitat 3t
F1010,Bebedor
07TC4ZZ,cistectomía radical lap
O700,desgarro tipo I
F17210,fumador parto
Z880,Alérgica a amoxicilina
0793,rhinovirus
O9989,escoliosis part
0W8NXZZ,emld
0HHU0NZ,EXPANSOR MAMA iZQUIERDa
9921,antibióico
R490,disfonía
E278,Nódulo suprarrenal izquierdo
9929,Enantyum
C778,afectación ganglionar
Z8551,historia Carcinoma vesical
30233R1,Transfusión plaquetas
04185,enterobacter cloacae
4619,sinusitis aguda
O99891,hernia discal L5-S1 parto
36504,Hipertensión ocular
R7401,TRANSAMINASES ELEVADES
E890,hipotiroidismo postquirúrgico parto
BW24ZZZ,TaC toracico
B182,Cirrosis hepática por VHC
E873,alcalosi respiratòria
64911,Obesidad parto
0UT94ZZ,HISTERECTOMÍA TOTAL lap
Q630,duplicidad renal
I509,ICC
65611,Rh negativo
78900,Dolor abdominal
I6782,infarto crónico
E7800,Hipercolsterolemia
0UT64ZZ,SALPINGUECTOMIA geu izq lap
009U3ZX,Punción lumbar
Z950,mcp
V140,Alérgica a amoxicilina
Z85828,Historia de Ca espinocelular
C679,neo vesical
65811,Rotura prematura de membranas
A4151,Sepsis e.coli
1550,Hepatocarcinoma
Z8781,v1551
V146,ALERGIA A NOLOTIL
75312,Riñones poliquísticos
O24420,dga 1
64811,tiroides parto
H9192,Hipoacusia IZQUIERDA
Z6711,a NEGATIVO
D6851,Factor V Leyden parto
H2703,Pseudofaquia AO
V2341,historia parto prematuridad
4131,amo
Z6740,GS O RH:positivo
O26893,anti-D JOSE
1963,mtx gangli axila
K922,hemorragia digestiva alta
D252,mioma subseroso part
G43909,MIGRAÑA part
0794,VPH
J42,j42
Z91048,Alérgica al niquel
0417,Pseudomonas
O021,Avortament diferit
5361,eventroplastia
1742,ca mama csi
R5600,Convulsión febril
BW03ZZZ,radiografía de tórax.
F909,TDAH
O9942,Taquicardia supraventricular parto
9341,Cuerpo extraño bronquio
Z880,ALERGIA A BETALACTAMICOS
D72829,leucocitosis rn
H903,Hipoacusia neurosensorial bilateral
O9972,Dermatitis Atópica parto
Z20822,Covid19 negativos
O99354,HPV parto
64421,pretérmino
88900,Fibroleiomioma
4041,vaciamiento ganglionar
8541,Mastectomía derecha
V270,niña
O99344,TOC part
C50912,ca mam bilateral
J310,Rinitis parto
27801,Obesidad morbida
64913,Obesidad anteparto
30391,alcoholismo
N12,nefritis tubulointersticial
463,amigdalitis
R5382,Síndrome de fatiga crónica
Z90722,Salpingooforectomia bilateral
Z886,Alergia AINES
C50911,carcinoma mama derecha
0T9D70Z,sonda uretral
F209,Esquizofrenia
8801,TAC Abdomen
C50911,CDI MAMA DERECHA
6820,Celulitis submandibular
4A023N6,Coronariografía 2
G4733,Síndrome de apnea-hipopnea del sueño
V140,ALERGIA: PENICILINA
42731,Fibril·lació auricular
82101,Fractura diafisaria de fémur
O1003,hta puerperal
N10,pielonefritis del injerto
Z91040,ALERGIA AL LATEX
0HBU0ZZ,tumorectomia MAMA IZQUIERDA
Z87738,V13.67
7564,Acondroplasia
BT1BZZZ,CUMS
O99824,estreptococo positivo
S27322A,contusión pulmonar bilateral
O99284,Hiperlipemia part
O411230,corioamnionitis
D72829,adherencias part
0UT54ZZ,ANEXECTOMIA DERECHA LAPAROSCOPIA
J312,Faringitis de repetición
B020ZZZ,TAC crani
O9852,Neumonia COVID parto
O99214,OBESIDAD MÓRBIDA parto
V4573,Nefroureterectomia
6821,abceso cuello
0T9B70Z,sondaje vesical con sonda
B373,candidiasis vaginal part
B9689,Corynebacterium
3E0F7SF,oxigenoterapia
V137,exPrematuro
74721,Arco aortico
64891,Migraña parto
E8780,trasplant
O351XX0,ILE por Trisomia
2888,leucocitosis con neutrofilia
78659,Dolores torácico atípicos
2720,colesterol
N950,metrorragia postmenopaúsica
N200,Litiasis renal.
4264,bloqueo de rama derecha
220,fibroma ovario
Z21,HIV part
64803,dm anteparto
E873,alcalosis
85503,ADENOCARCINOMA ACINAR
72886,fascitis necrotizante
0UQJXZZ,desgarro CLITORIS
27702,Fibrosis quística pulmon
J339,POLIPOSIS NASAL
N200,Litiasis renales derechas
Q315,laringomalacia
I130,Hipertensión Insuficiencia cardíaca Insuficiencia renal crónica
N8310,Quiste de cuerpo lúteo
09RA0JZ,Estapedectomía izquierda
D6851,Mutación del Factor V de Leiden
51919,Hiperactividad bronquial
5180,Actelèctasia
O329XX0,MALPOSICION FETAL
O1414,PREECLAMPSIA GRAVE
8551,llenado mama
Q043,Lisencefalia
D701,neutropenia post qt
E861,hipovolemia
0UB94ZZ,MIOMECTOMÍA LAPAROSCÓPICA
R1013,epigastralgia
N760,Vaginoitis parto
R21,exantema
2767,Hiperpotasemia
0TTB4ZZ,cistoprostatectomía radical laparoscopica
J329,Sinusitis
B0050,Herpes oftálmico
4280,Insuficiencia cardíaca
H6523,Otitis serosa crónica bilateral
M1A9XX0,Artritis gotosa
Z3A40,40 +4 semanas
2449,hipotoroidismo
2859,anèmia normocítica
B9689,Morganella morganii
90100,FIBROADENOMA
1963,mtx axilares
N189,hta icc irc
K120,aftas
0VNSXZZ,CIRCUNCISIÓN
Z6710,Grupo y Rh materno A positivo
N281,Quiste cortical renal
0HHU0NZ,expansor mama izquierda
O99214,asma parto
F411,ansiedad generalizada
I214,Infart de miocardi sense elevació del segment ST
V8542,IMC:46
75015,macroglosia congenita
71590,Artrosi
0HTV0ZZ,mastectomía bilateral
O9852,HPV PARTO
Z975,Portadora de DIU
07TD0ZZ,Linfadenectomía para-aórtica
BP0AZZZ,rx humero derecho
Z6741,Grupo sanguíneo: O Rh negativo
E0590,HIPERTIROIDISMO AUTOINMUNE
1830,Ca ovario
6541,anexectomia derecha. via laparoscopico
N7001,salpingitis aguda
Z91038,Alergia a ácaros
Z3A34,anemia 3t
G40909,Crisis epilépticas
X58XXXA,accdient
D7589,Macrocitosis
3E03329,Ciprofloxacino
O351XX0,ILE por trisomía
07B60ZX,BSGC i
F17210,Fumadora 1t
V1365,Cardiopatía congénita corregida
Z3A39,39+0 semans
78442,Disfonia
E9289,TRAUMATISME
4869,reseccion de recto-sigma
C61,CA prostata
0UQMXZZ,degarro vulvar
O42013,rpm pp 1
H9313,Acúfeno bilateral
10D17ZZ,legrado aborto
D509,Anemia ferropenia
Z3A40,40 +3 semanas
I447,BRIHH
N7002,ooforitis
Z6710,Grupo sanguíneo: A+
B246ZZZ,Ecocardiograma transtorácico
O403XX0,POLIHIDRAMNIOS
60020,HBP
O26833,duplicidad renal part
Z3A40,40 sem
3893,via central
7843,afasia
0DQR0ZZ,Desgarro IIIB
M65862,sinovitis rodilla izq
K219,Reflux esofàgic
B9689,Morganella Morganii
64233,HTA gestacional anteparto
460,Catarro vies altes
T84020A,LUXACIÓN PTC DERECHA
10D07Z6,vacuum
91200,Hemangioma
S72012A,Fractura subcapital de fémur izquierdo
3E0C3GC,Injecció intravítrea
R634,pérdida de peso
O480,Amenorrea: 41 +
C786,carcinomatosis peritoneal
F4320,Trastorno Adaptativo
85003,Carcinoma Ductal infiltrante
6563,doble anexectomía lap
N72,cervicitis crónica
0DTJ0ZZ,APENDICECTOMÍA
Z91048,alergia a metales
C50912,ca mama bilaterl
Z6740,GS: O+.
47824,absceso retrofaringeo
M329,les
R1110,vomitar
O7021,Desgarro IIIA
7784,Febre rn
Z9119,mal cumplimiento terapéutico
G43009,migrañas sin aura parto
N179,empeoramiento de la función renal
97651,Gammapatía monoclonal
0T9330Z,nefrostomía dreta
Z6843,obesidad morbida parto
M170,Gonastrosis bilateral
9911,Gammaglobulina anti-D
K610,absceso perianal
N611,Absceso mama
E870,hipernatremia
K7689,quistes hepaticos
09960ZZ,miringotomía bilateral
65513,ILE por trisomia 21
O4692,metrorragia 2t
D509,ANEMIA FERROPÉNICA
82403,TNE
BW20ZZZ,TaC abd
E039,Hipotiroidisimo parto
481,neumonía neumocócica
728,espátulas
Q211,Foramen oval permeable
4571,Limfoedema
64813,hipotoroidismo anteparto
C50912,Ca mama izq
O679,Metrorragia parto
0T9330Z,nefrostomía derecha
4019,HTA
33394,piernas inquietas
F329,Depresión parto
Z6740,Grupo 0 Positivo
9771,extracción de diu
O99354,MIGRAÑA part
9771,Extracción de DIU
72992,hematoma subcutáneo no traumatico
6529,quistectomia ovario
3E03329,gentamicina
25200,hiperparatiroidismo
O360130,Incompatibilidad RH
08B43ZZ,vitrectomies od
85003,Carcinoma Ductal Infiltrante
D638,Anemia de enfermedad crónica
N610,MASTITIS MAMA IZQUIERDA
H469,Neuritis óptica
3E0234Z,Anti- D
6918,Piel atópica
4A0FX3Z,EMG
Z96641,prótesis de cadera derecha
3E0333Z,hidrocortisona
42731,AC x FA
B32S1ZZ,AngioTAC torácico
2721,hipertrigliceridemia
I70213,Claudicación intermitente
0UB98ZZ,polipo endometrio
R6811,Espasmes del plor
I130,HTA irc ICC
Z6740,GS: 0 Rh positivo
632,ABORTO DIFERIDO
O9852,Covid Parto
O82,Cesárea
7077,colposacropexia
D444,Craneofaringioma
8551,llenado intraoperatorio
0UVC7DZ,Cerclaje cervical
1985,mtx osea
O9912,insuficiencia venosa parto
V1272,polipectomia
2260,Cirugia endoscopica nasosinusal
4262,hemibloqueo anterior
N6019,Mastopatía fibroquística
N739,Enfermedad inflamatori pélvica
B9620,itu 3t
0TT64ZZ,NEFROURETERECTOMÍA DERECHA LAPAROSCÓPICA
Z6720,Grupo sanguíneo B Rh positivo
F419,ansioso part
Z6842,IMC 48
Z8546,Historia de Adenocarcinoma de próstata
H4420,Miopía magna
BT4JZZZ,Ecografia via urinària
N764,Abscés vulvar
75261,Hipospàdies
79029,Hiperglucemia
5A1D70Z,diálisis
E7800,E78.00
V4577,Ooforectomia
O76,NST) sospechoso
O99332,fumadora 2t
78031,convulsion febril
V4572,resección de sigma
G40409,crisis tónico-clónica
Z87891,Ex Fumadora
Z853,historia ca mama
Z6710,Grupo sanguineo materno A rh positivo
V1508,Alergias contraste iodado
G4700,INSOMNI
A483,shock tóxico estreptocóccico
N840,Polipo endometrial
L7634,seroma postquirúrgico
F1210,marihuana
I4510,brd
K449,Hernia de Hiato. -
M4056,lordosis lumbar
32723,OSAS
0UDN3ZZ,Puncion folicular
Z6720,GS B RH +
4052,linfadenectomia paraaortica
O34219,cesarea ant
Z6841,IMC &gt;40) -
K648,Hemorroides internas
O9942,cardiologia parto
5421,laparoscòpica
M722,Fascitis plantar
V1272,historia polipos colon
04LE3ZT,EMBOLIZACION arterias uterinas
78703,vómito
BW24Y0Z,Angio TC torácico
M3500,sd Sjögren
I2699,TEP
3E033GC,hierro
I10,Hipertension arterial
R519,R51.9
O700,desgaroo 1 grado
V1368,Pectus excavatum corregido
Z3A38,38+3semanas
O9989,fibromialgia part
Z6710,GsrH: A positivo
I051,insuficiencia mitral reumatica
V4365,prótesis rodilla
Z6740,: O+
10903ZU,Amniocentesis
64891,sgb +
O99892,enf parto
3051,Fumadora
L280,Liquen
74900,Fisura palatina
B955,ENTEROCOCO
D259,ÚTERO POLIMIOMATOSO
N200,Càlcul renal
O99284,Quiste tiroideos parto
Z975,Portadora DIU
O34211,cesareas anteriores
0TB04ZZ,nefrectomía parcial derecha laparoscópica
Z9221,quimioterapia
Q8719,síndrome de Noonan
E559,Deficiencia vitamina D
D1803,HEMANGIOMAS HEPÁTICOS
B349,Probable virasis
M25519,hombro doloroso
66441,Desgarro
B965,Pseudomona aeruginosa
N979,Infertilidad
Z85828,V10.83
E785,DLP
7061,Acné papulopustuloso
65813,RPM anteparto
Z20822,PCR SARS-CoV-2: Negativo
42731,fibrilación auricular
F419,Síndrome ansioso
R296,Caigudes repetides
Z3A40,40+2 semanas
N99820,Sangrado post- conizacion
9917,insulinoterapia
Z3A37,37+0 semanas
V2651,Esterilización tubárica
N7093,Absceso tubo-ovárico
G9389,encefalomalacia
Z872,v133
5491,líquido ascítico
9921,antibiótica
O1423,HELLP
5854,hta + ERC 4
L508,Ürticaria crónica
64911,Obesidad mórbida part
78703,vomits
8876,Ecografia d'abdomen
Z20822,PCR SARS CoV-2: Negativa
2330,ca in situ mama
M129,Artropatía
10D17ZZ,Legrado evacuador obstétrico
0TQD7ZZ,Laceracion periuretral
K753,Granulomas hepaticos
B952,E faecalis
O365930,retraso de crecimiento intrauterino
E042,BMN
N8110,Cistocele
5950,cistitis aguda
V146,Alergia al nolotil
R7881,Bacteriemia
3198,Dilatación laringe
Z6841,IMC 43
V1041,historia ca cèrvix
5531,hernia umbilical
K9049,intolerancia hidratos de carbono parto
N151,absceso renal
Q282,Malformación arteriovenosa cerebral
O631,III plano OIDA
L52,eritema nodoso parto
D259,Miomas uterinos
Z880,Alergia a penicilinas
52100,policaries
4710,Poliposis nasal
B182,Hepatitis C part
N4400,Torsión testicular
N179,ira
80003,Neoplasia
G43909,tabaco parto
F418,ansiso depresivo
6989,Prurito
M25561,gonalgia derecha
O99334,FUMADORA part
75315,Displasia renal
2410,nódulos tiroideos
B902ZZZ,Rx senos
33829,dolor crónica
V1508,ALERGIA A CONTRASTES YODADOS
O9962,celíaca part
Z87448,V13.09
O9962,hernia de hiato parto
M5430,Ciatalgia
N801,ENDOMETRIOSIS DEL OVARIO
Z6710,GsRh A positivo
N179,Empeoramiento de la función renal
7254,Parto DE NALGAS
0JQC0ZZ,PLASTIA ANTERIOR
BW201ZZ,TAC abdominal con contraste
28952,Secuestro esplénico
L900,Liquen escleroatrófico
0HBU0ZZ,TUMORECTOMÍA MAMA IZQUIERDA
9330,cuerpo exttraño en faringe
S72102A,FRACTURA PERTROCANTEREA CADERA IZQUIERDA
K130,Queilitis xerótica
05HY33Z,canalización de vía periférica
BW03ZZZ,radiografia de tórax
99811,Sangrado postoperatorio
3721,cateterismo
27800,Obesidad anteparto
0H9U0ZZ,drenaje Mama izquierda
P120,cefalohematoma rn
D680,von willebrand parto
5424,biopsia PERITONEAL lap
K5900,Estreñimiento cronico
O368930,RPBF
0UTC0ZZ,HISTERECTOMÍA TOTAL
Z8619,Historia de tifus
Z3A41,41 .3 semanas
30233T1,fibrinogeno
90140,cistoadenofibroma seroso
B977,HPV part
5259,dental
O09523,659.61
40390,HTA irc
N884,elongación cervical
6142,absceso tuboovarico
E669,Psoriasis part
C50912,Carcinoma ductal infiltrante de mama izquierda
51881,insuficienciarespiratoria aguda
O3663X0,FGEG
10E0XZZ,PART
F1021,Ex enolismo
K429,"HERNIA UMBILICAL,"
0HBV0ZZ,MASTECTOMÍA subcutanea BILATERAL
K589,Síndrome de intestino irritable
G931,hipóxico cerebral
5363,Gastroparesia
F32A,SÍNDROME DEPRESIVO
0VT04ZZ,cistectomía radical laparoscopica
B964,P.mirabilis
5424,biopsias peritoneales lap
O480,40.3
R109,Dolor abdominal
45981,INSUFICIÈNCIA VENOSA (PERIFÈRICA
2875,trombopenia
F418,Sindrome ansioso-depresivo
E079,246.9
C563,NEOPLASIA MALIGNA BILATERAL DE OVARIOS
O99284,Hipotirodismo parto
0UTM0ZZ,Vulvectomía radical
0JQC0ZZ,plastia anterior
5122,COLECISTECTOMIA ABIERTA
N823,FÍSTULA RECTOVAGINAL
E8352,hipercalcemia
M87052,necrosis avascular de cadera izquierda
9921,antibióticos
F1011,Ex-bebedor
N200,LITIASIS RENAL IZQUIERDA
40390,Hipertensió arterial irc
N390,urocultivos
3E0234Z,Anti-d
R509,pico febril
O622,dinámica uterina sin modificaciones
K219,reflujo gastoesofagico
V441,Portador de gastrostomía
9925,quimioterápico
65631,sufrimiento fetal parto
Z3A41,41+2 sg
9904,2 CCHH
55090,hernia inguinal derecha
BW00ZZZ,Radiografía abdominal
81400,adenoma
89803,Carcinosarcoma
E211,Hiper-PTH secundaria
64822,Anemia postparto
55092,Hernia inguinal bilateral
53081,Reflux gastro esofàgic
F259,Trastorno esquizoafectivo
O9912,Von Willebrand parto
V1503,Al·lèrgia a l'ou
J210,bronquiolitis aguda VRS
Z9011,mastectomia dreta
6271,metrorragia postmenopáusica
Z87891,: ex-Fumadora
Q5120,útero septo parto
T8140XA,infeccion herida qx
V270,mujer
M19012,artosis hombro izq
I051,Insuficiència mitral reumàtica
H02403,Ptosis bilateral
E9289,accident
4051,Linfadenectomia
N1370,REFLUJO VESICOURETERAL BILATERAL
O24424,dg
Z370,anemia parto
Z96642,prótesis cadera izquierda
J219,Bronquiolitis aguda no especificada
8542,Mastectomia bilateral
Z3A41,41
O700,Desgarro perineal Iº..
D6859,trombofilia part
E278,Masa suprarrenal izquierda
O9902,hemoglobinopatia parto
25010,Cetoacidosis diabética
E221,Hiperprolactinemia part
D352,microprolactinoma
D563,Talasemia minor
88900,Leiomiomas uterinos
Z803,Madre cáncer de mama
25000,DM2
N72,Cervicitis cronica
O9912,Trombocitopenia parto
N179,alteración de la función renal
V528,Pesario
83803,adenocarcinoma endometrioide
E669,Fumadora part
BW03ZZZ,Rx Tórax y abdomen
6849,histerectomía total
F329,Transtorno depresivo
D259,Utero miomatoso parto
O693XX0,Cordón Corto
N9489,PELVIS CONGELADA
Q5120,útero septo part
Z96642,PTC izquierda
10D00Z1,cesrea
F341,ansiosodepresiva
Z466,recambio de JJ derecho
Z3A40,40 +1semanas
0UB98ZZ,miomectomia histeroscópica
0MQT0ZZ,Mc Bride
L988,fistula piel
O368930,RIESGO PERDIDA BIENESTAR fetal
I50810,IC de predominio derecho
10D17ZZ,Legrado obstetrico evacuador
0UT70ZZ,SALPINGECTOMIA BILATERAL
O721,Atonía uterina
O902,seroma cesarea
9905,Transfusión de plaquetas
V197,consanguinitat
64421,PP
L508,Urticària crónica part
O26833,Litiasis renal part
Z886,alergia al NOLOTIL
3090,Trastorno depresivo-adaptativo
5198,sobreinfecciónrespiratoria
1611,Neoplasia supraglotis
K4091,HID recidivada
4011,Biopsia selectiva ganglio centinela
Z370,fumadora parto
M2550,Poliartralgias
G600,Neuropatía sensitivo-motora
R509,Sd febril
O99331,Fumadora 1t
04LF3ZU,EMBOLIZACION arterias uterinas
3671,Miopia
R454,R45.4
R569,R56.9
J209,Laringotraquebronquitis
R011,soplo cardiaco
C679,ca vesical
Z372,esclerosis múltiple part
Z9882,protesis de mamas
2724,DL
27801,obesidad mórbida
38530,colesteatoma
C50911,carcinoma de mama derecha
O24424,Diabetes gestacional insulinodependiente
D110,Adenoma pleomorfo de parótida derecha
O9912,Déficit Proteína S part
2189,Mioma uteri
6170,Endometriosi cervix
Z6730,GS: AB+
G43909,Migrañas part
3E0234Z,Anti d
9929,hierro endovenoso
G35,esclerosis múltiple part
O721,hemorragia pp
81203,CARCINOMA UROTELIAL VESICAL
0VT04ZZ,cistectomía radical LAP
N184,IRC 4
BW00ZZZ,Rx abdomen
Z3A39,39.6 semanas
3E063XZ,dobutamina
Z6740,Grupo sanguíneo O Rh positivo
O3413,Anemia ferropenica part
O1002,HTA parto
D509,anemia ferropenica
0HQ9XZZ,Sutura desgarro I
S42411A,fractura supracondílea de húmero derecho
0UT90ZZ,histerectomia abdomial radical
0HBV0ZZ,TUMORECTOMÍA MAMARIA BILATERAL
07TC4ZZ,prostatectomía radical laparoscópica
Z880,ALERGIAS: Penicilina
Z171,re negativo
5070,broncoaspiracion
0T9880Z,CATÉTER DOBLE J BILATERAL
Z3A40,: 40 + 3 SG
4710,Pólipo fosa nasal
2893,adenitis
2189,Mioma
Y92009,caida casual en su domicilio
F17210,Fumadora 3t
O9962,adherencias part
I120,HTA ERC grado 5
B24DZZZ,Ecocardiografia nen
R030,TA elevadas
O700,Laceraciones de I grado
V1509,Alergia al polvo
Z980,estado anastomosis
4709,Apendicectomía abierta
7569,desgarros de I grado
3789,estrabismo
M5126,Hernia Discal parto
O99344,síndrome depresivo part
K5090,Crohn
Z6720,B POS
O23593,ITU 3t
5119,Derrame pleural bilateral
Z3A36,36 sem
53550,gastritis
0CTPXZZ,ADENOAMIGDALECTOMÍA
V141,Alergia a amoxicilina
E039,Hipotiroidisme part
Z466,recambio de catéter ureteral
55091,hernia inguinal izquierda recidivada
721,Fórceps episio
0UT70ZZ,ANEXECTOMÏA BILATERAL
Z3A40,Amenorrea: 40 +
0392,intratecal
F05,síndrome confusional
9921,levofloxacino
Z6741,: O NEGATIVO
K5730,Enfermerdad diverticular
O770,liquido meconial
M4185,escoliosis dorso-lumbar
3E033NZ,Analgesicos
D259,Miomas
V1365,fallot corregido
Z8679,Historia de TAQUICARDIA
Z370,rn
N3281,Bufeta hiperactiva
V1201,Tuberculosis pulmonar h
N950,Metrorragia postmenopáusica
B9689,Enterobacter cloacae
0KQM0ZZ,desgarro grado 2
Z6720,Grupo B Rh positivo
Z6740,"GsRH: O +,"
O99214,obesitat part
E041,Nódulo tiroideo
9604,IOT
C50911,Ca mama bilateral
56210,diveticulosis
I8390,Varices
2724,Dislpemia
H66001,H66.001
X58XXXA,accident
Z936,nefrostomía
O09523,itu 3t
Q613,Poliquistosis renal
10D17ZZ,Legrado por aspiración
H04439,dacriocistocele
F09,Deterioro cognitivo
E669,obesidad parto
Z96641,Prótesis de cadera derecha
9229,Radioterapia
O99332,Fumador 2t
Z6730,GS AB +
M1711,gonartrosis dcha
0UT94ZZ,HISTERECTOMÍA TOTAL LAPAROSCÓPICA
O9842,vhc parto
V4577,Ooforectomía
R509,Fiebre
P0089,enf madre rn
O9832,Herpes Genital parto
64871,Escoliosis parto
65261,nalgas gemelo
7359,PART
E739,Intolerancia a la Lactosa
K7469,Cirrosis hepática por VHC
O99892,obesidad parto
R1312,Disfagia orofaríngea
3E0337Z,hidratación intravenosa
E039,ansiedad part
I509,icc
K439,hernia epigástrica
0HTV0ZZ,Mastectomía bilateral
F1210,Cannabis parto
R1110,Vòmits no especificats
Z7984,antidiabéticos orales
P741,hipernatrémia rn
O23593,itu part
0UT94ZZ,Histerectomia abdominal total lap
R569,episodio paroxístico
9918,serumteràpia
0TQD7ZZ,laceración periuretral
0DBW3ZX,BAG de implantes peritoneales
O9122,mastitis puerperal
E781,hipertrigliceridemia parto
G35,E.M
I472,Taquicardias ventriculares
4149,cardiopatía isquémica
0UQMXZZ,desgarro labio
E780,hipercolesterolemia
BR0CZZZ,Rx pelvis
