Code,D_P,processed_Description,processed_Literal
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia abdomial radical
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia total abd
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia total abd
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia total abd
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia total
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia radical
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia radical
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia total
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia total
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",ht
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia abdominal radical
0UTC0ZZ,P,"reseccion de cervix, abordaje abierto",histerectomia total
0UTC4ZZ,P,"reseccion de cervix, abordaje endoscopico percutaneo",histerectomia abdominal total lap
0UTC7ZZ,P,"reseccion de cervix, abordaje orificio natural o artificial",histerectomia total vaginal
0UTC7ZZ,P,"reseccion de cervix, abordaje orificio natural o artificial",histerectomia total vaginal
0UTC7ZZ,P,"reseccion de cervix, abordaje orificio natural o artificial",manchester
0UTM0ZZ,P,"reseccion de vulva, abordaje abierto",vulvectomia radical
0UVC7DZ,P,"restriccion de cervix, con dispositivo intraluminal, abordaje orificio natural o artificial",cerclaje cervical
0UVC7DZ,P,"restriccion de cervix, con dispositivo intraluminal, abordaje orificio natural o artificial",cerclaje cervical
0VB08ZZ,P,"escision de prostata, abordaje orificio natural o artificial, endoscopico",rtup
0VB08ZZ,P,"escision de prostata, abordaje orificio natural o artificial, endoscopico",holep
0VB08ZZ,P,"escision de prostata, abordaje orificio natural o artificial, endoscopico",rtu prostata
0VBQ0ZZ,P,"escision de conductos deferentes, bilateral, abordaje abierto",vasectomia bilateral
0VBS0ZZ,P,"escision de pene, abordaje abierto",nesbitt
0VBTXZZ,P,"escision de prepucio, abordaje externo",postectomia
0VN90ZZ,P,"liberacion de testiculo, derecho, abordaje abierto",detorsion testicular derecho
0VN90ZZ,P,"liberacion de testiculo, derecho, abordaje abierto",detorsion testicular derecha
0VNS0ZZ,P,"liberacion de pene, abordaje abierto",nesbitt
0VNSXZZ,P,"liberacion de pene, abordaje externo",postectomia
0VNSXZZ,P,"liberacion de pene, abordaje externo",circuncision
0VS90ZZ,P,"reposicion de testiculo, derecho, abordaje abierto",orquidopexia derecha
0VS90ZZ,P,"reposicion de testiculo, derecho, abordaje abierto",orquidopexia derecha
0VSB0ZZ,P,"reposicion de testiculo, izquierdo, abordaje abierto",orquidopexia izq
0VSB0ZZ,P,"reposicion de testiculo, izquierdo, abordaje abierto",orquidopexia izquierda
0VSC0ZZ,P,"reposicion de testiculos, bilateral, abordaje abierto",orquidopexia bilateral
0VSC0ZZ,P,"reposicion de testiculos, bilateral, abordaje abierto",orquidopexia bilateral
0VSC4ZZ,P,"reposicion de testiculos, bilateral, abordaje endoscopico percutaneo",orquidopexia bilateral lap
0VT00ZZ,P,"reseccion de prostata, abordaje abierto",prostatectomia radical
0VT00ZZ,P,"reseccion de prostata, abordaje abierto",cistectomia radical
0VT00ZZ,P,"reseccion de prostata, abordaje abierto",prostatectomia radical
0VT04ZZ,P,"reseccion de prostata, abordaje endoscopico percutaneo",cistectomia radical laparoscopico
0VT04ZZ,P,"reseccion de prostata, abordaje endoscopico percutaneo",prostatectomia radical laparoscopica
0VT04ZZ,P,"reseccion de prostata, abordaje endoscopico percutaneo",cistoprostatectomia radical laparoscopica
0VT04ZZ,P,"reseccion de prostata, abordaje endoscopico percutaneo",cistoprostatectomia radical lap
0VT04ZZ,P,"reseccion de prostata, abordaje endoscopico percutaneo",prostatectomia radical laparoscopica
0VT04ZZ,P,"reseccion de prostata, abordaje endoscopico percutaneo",prostatectomia radical laparoscopica
0VT04ZZ,P,"reseccion de prostata, abordaje endoscopico percutaneo",cistectomia radical laparoscopica
0VT04ZZ,P,"reseccion de prostata, abordaje endoscopico percutaneo",cistectomia radical lap
0VT08ZZ,P,"reseccion de prostata, abordaje orificio natural o artificial, endoscopico",reseccion transuretral de prostata
0VT30ZZ,P,"reseccion de vesiculas seminales, bilateral, abordaje abierto",prostatectomia radical
0VT30ZZ,P,"reseccion de vesiculas seminales, bilateral, abordaje abierto",prostatectomia radical
0VT30ZZ,P,"reseccion de vesiculas seminales, bilateral, abordaje abierto",cistectomia radical
0VT34ZZ,P,"reseccion de vesiculas seminales, bilateral, abordaje endoscopico percutaneo",cistectomia radical laparoscopica
0VT34ZZ,P,"reseccion de vesiculas seminales, bilateral, abordaje endoscopico percutaneo",cistectomia radical lap
0VT34ZZ,P,"reseccion de vesiculas seminales, bilateral, abordaje endoscopico percutaneo",prostatectomia radical laparoscopica asistida por robot
0VT34ZZ,P,"reseccion de vesiculas seminales, bilateral, abordaje endoscopico percutaneo",cistectomia radical laparoscopico
0VT34ZZ,P,"reseccion de vesiculas seminales, bilateral, abordaje endoscopico percutaneo",prostatectomia radical laparoscopica
0VT34ZZ,P,"reseccion de vesiculas seminales, bilateral, abordaje endoscopico percutaneo",prostatectomia radical laparoscopica
0VTB0ZZ,P,"reseccion de testiculo, izquierdo, abordaje abierto",orquiectomia izquierda
0VTB0ZZ,P,"reseccion de testiculo, izquierdo, abordaje abierto",orquiectomia izquierda
0VTTXZZ,P,"reseccion de prepucio, abordaje externo",circuncision
0VTTXZZ,P,"reseccion de prepucio, abordaje externo",circuncision
0W363ZZ,P,"control en cuello, abordaje percutaneo",hemostasia
0W3R7ZZ,P,"control en tracto genitourinario, abordaje orificio natural o artificial",balon de bakri
0W3R7ZZ,P,"control en tracto genitourinario, abordaje orificio natural o artificial",balon de bakri
0W8NXZZ,P,"division de perineo, femenino, abordaje externo",episiotomia
0W8NXZZ,P,"division de perineo, femenino, abordaje externo",emld
0W8NXZZ,P,"division de perineo, femenino, abordaje externo",episitomia
0W8NXZZ,P,"division de perineo, femenino, abordaje externo",episiotomia
0W8NXZZ,P,"division de perineo, femenino, abordaje externo",episiotomia
0W8NXZZ,P,"division de perineo, femenino, abordaje externo",emld
0W8NXZZ,P,"division de perineo, femenino, abordaje externo",episiotomia
0W993ZZ,P,"drenaje en cavidad pleural, derecha, abordaje percutaneo",liquido pleural
0W993ZZ,P,"drenaje en cavidad pleural, derecha, abordaje percutaneo",liquid pleural
0W9B30Z,P,"drenaje en cavidad pleural, izquierda, con dispositivo de drenaje, abordaje percutaneo",drenatge toracic esquerre
0W9B3ZZ,P,"drenaje en cavidad pleural, izquierda, abordaje percutaneo",toracocentesis izq
0W9B3ZZ,P,"drenaje en cavidad pleural, izquierda, abordaje percutaneo",drenaje pleural
0W9F4ZZ,P,"drenaje en pared abdominal, abordaje endoscopico percutaneo",drenaje abdomen
0W9G0ZZ,P,"drenaje en cavidad peritoneal, abordaje abierto",lavado cavidad abdominal
0W9G3ZZ,P,"drenaje en cavidad peritoneal, abordaje percutaneo",paracentesis
0W9G3ZZ,P,"drenaje en cavidad peritoneal, abordaje percutaneo",paracentesis
0W9G3ZZ,P,"drenaje en cavidad peritoneal, abordaje percutaneo",paracentesis evacuadora
0W9G3ZZ,P,"drenaje en cavidad peritoneal, abordaje percutaneo",liquido ascitico
0WBF0ZZ,P,"escision de pared abdominal, abordaje abierto",omfalectomia
0WJG4ZZ,P,"inspeccion de cavidad peritoneal, abordaje endoscopico percutaneo",laparoscopia
0WJG4ZZ,P,"inspeccion de cavidad peritoneal, abordaje endoscopico percutaneo",laparoscopia exploradora
0WQF0ZZ,P,"reparacion de pared abdominal, abordaje abierto",herniorrafia umbilical
0WQF0ZZ,P,"reparacion de pared abdominal, abordaje abierto",evisceracion
0WQF0ZZ,P,"reparacion de pared abdominal, abordaje abierto",hernia umbilical
0WQF0ZZ,P,"reparacion de pared abdominal, abordaje abierto",dermolipectomia abdominal
0WQFXZZ,P,"reparacion de pared abdominal, abordaje externo",0wqfxzz
0WQFXZZ,P,"reparacion de pared abdominal, abordaje externo",57.22
0WQNXZZ,P,"reparacion de perineo, femenino, abordaje externo",perineorrafia
0WQNXZZ,P,"reparacion de perineo, femenino, abordaje externo",desgarro
0WQNXZZ,P,"reparacion de perineo, femenino, abordaje externo",sutura desgarro i grado
0WQNXZZ,P,"reparacion de perineo, femenino, abordaje externo",desgarro
0WQNXZZ,P,"reparacion de perineo, femenino, abordaje externo",perineorrafia
0WUF0JZ,P,"suplemento en pared abdominal, con sustituto sintetico, abordaje abierto",hernia umbilical malla
0WUF0JZ,P,"suplemento en pared abdominal, con sustituto sintetico, abordaje abierto",hernia incisional malla
0WUF0JZ,P,"suplemento en pared abdominal, con sustituto sintetico, abordaje abierto",hernioplastia umbilical con malla
0WUF4JZ,P,"suplemento en pared abdominal, con sustituto sintetico, abordaje endoscopico percutaneo",herniorrafia umbilical
0YQ50ZZ,P,"reparacion de region inguinal, derecha, abordaje abierto",hernioplastia inguinal derecha
0YQ60ZZ,P,"reparacion de region inguinal, izquierda, abordaje abierto",hernioplastia inguinal izquierda
0YQA0ZZ,P,"reparacion de region inguinal, bilateral, abordaje abierto",herniorrafia inguinal bilateral
0YU50JZ,P,"suplemento en region inguinal, derecha, con sustituto sintetico, abordaje abierto",hernia inguinal derecha
0YU50JZ,P,"suplemento en region inguinal, derecha, con sustituto sintetico, abordaje abierto",hernioplastia inguinal derecha con malla
0YU50JZ,P,"suplemento en region inguinal, derecha, con sustituto sintetico, abordaje abierto",hernia inguinal derecha malla
0YU50JZ,P,"suplemento en region inguinal, derecha, con sustituto sintetico, abordaje abierto",hernioplastia inguinal derecha con colocacion de malla
0YU50JZ,P,"suplemento en region inguinal, derecha, con sustituto sintetico, abordaje abierto",hernioplastia inguinal derecha con malla
0YU50JZ,P,"suplemento en region inguinal, derecha, con sustituto sintetico, abordaje abierto",hernioplastia inguinal derecha abierta
0YU50JZ,P,"suplemento en region inguinal, derecha, con sustituto sintetico, abordaje abierto",hernioplastia inguinal derecha
0YU50JZ,P,"suplemento en region inguinal, derecha, con sustituto sintetico, abordaje abierto",hernioplastia inguinal derecha con malla
0YU50JZ,P,"suplemento en region inguinal, derecha, con sustituto sintetico, abordaje abierto",hernia inguinal derecha
0YU50KZ,P,"suplemento en region inguinal, derecha, con sustituto de tejido no autologo, abordaje abierto",hernioplastia lichtenstein
0YU60JZ,P,"suplemento en region inguinal, izquierda, con sustituto sintetico, abordaje abierto",hernia inguinal izquierda
0YU60JZ,P,"suplemento en region inguinal, izquierda, con sustituto sintetico, abordaje abierto",hernioplastia inguinal izquierda malla
0YU60JZ,P,"suplemento en region inguinal, izquierda, con sustituto sintetico, abordaje abierto",hernioplastia inguinal izquierda con malla
0YU60JZ,P,"suplemento en region inguinal, izquierda, con sustituto sintetico, abordaje abierto",hernioplastia inguinal izquierda
0YU64JZ,P,"suplemento en region inguinal, izquierda, con sustituto sintetico, abordaje endoscopico percutaneo",hernioplastia inguinal izquierda laparoscopica
0YU70JZ,P,"suplemento en region femoral, derecha, con sustituto sintetico, abordaje abierto",hernioplastia crural derecha malla
0YUA0JZ,P,"suplemento en region inguinal, bilateral, con sustituto sintetico, abordaje abierto",hernioplastia inguinal bilateral malla
0YUA0JZ,P,"suplemento en region inguinal, bilateral, con sustituto sintetico, abordaje abierto",hernioplastia inguinal bilateral con malla
0YUA0JZ,P,"suplemento en region inguinal, bilateral, con sustituto sintetico, abordaje abierto",hernioplastia inguinal bilateral malla
10903ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje percutaneo",cordocentesis
10903ZU,P,"drenaje en productos de la concepcion, de liquido amniotico, diagnostico, abordaje percutaneo",amniodrenaje
10903ZU,P,"drenaje en productos de la concepcion, de liquido amniotico, diagnostico, abordaje percutaneo",amniocentesis
10903ZU,P,"drenaje en productos de la concepcion, de liquido amniotico, diagnostico, abordaje percutaneo",amniocentesis
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",rotura artificial membranes
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniotomia
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniorrexis
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniotomia artificial
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",ram
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniotomia
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniorexis
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniorrexis artificial
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniorexis artificial
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",raba
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniorrexis artifical
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniorexis artificial
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",ruptura artificial membranas
10907ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial",amniorrexis artificial
10907ZU,P,"drenaje en productos de la concepcion, de liquido amniotico, diagnostico, abordaje orificio natural o artificial",amniocentesis
10908ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial, endoscopico",amniorrexis artificial
10908ZC,P,"drenaje en productos de la concepcion, de liquido amniotico, terapeutico, abordaje orificio natural o artificial, endoscopico",amniorrexis artificial
10A03ZZ,P,"aborto de productos de la concepcion, abordaje percutaneo",metrotrexate im aborto
10A07ZX,P,"aborto de productos de la concepcion, con abortivo, abordaje orificio natural o artificial",misoprostol abrto
10A07ZX,P,"aborto de productos de la concepcion, con abortivo, abordaje orificio natural o artificial",misoprostol abort
10A07ZX,P,"aborto de productos de la concepcion, con abortivo, abordaje orificio natural o artificial",misoprostol abortp
10A07ZX,P,"aborto de productos de la concepcion, con abortivo, abordaje orificio natural o artificial",misoprostol aborto
10A07ZX,P,"aborto de productos de la concepcion, con abortivo, abordaje orificio natural o artificial",aborto
10A07ZX,P,"aborto de productos de la concepcion, con abortivo, abordaje orificio natural o artificial",misoprostol aborto
10A07ZX,P,"aborto de productos de la concepcion, con abortivo, abordaje orificio natural o artificial",aborto
10A07ZX,P,"aborto de productos de la concepcion, con abortivo, abordaje orificio natural o artificial",misoprostol abroto
10A07ZX,P,"aborto de productos de la concepcion, con abortivo, abordaje orificio natural o artificial",aborto
10A07ZZ,P,"aborto de productos de la concepcion, abordaje orificio natural o artificial",ile
10D00Z0,P,"extraccion de productos de la concepcion, alta, abordaje abierto",cesarea clasica
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cesarea
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cesareas
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cesarea
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cesaria
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cesaria
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cesarea
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cst
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cesarea
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cesrea
10D00Z1,P,"extraccion de productos de la concepcion, baja, abordaje abierto",cesarea
10D07Z3,P,"extraccion de productos de la concepcion, forceps bajo, abordaje orificio natural o artificial",forceps
10D07Z3,P,"extraccion de productos de la concepcion, forceps bajo, abordaje orificio natural o artificial",forceps
10D07Z3,P,"extraccion de productos de la concepcion, forceps bajo, abordaje orificio natural o artificial",forceps
10D07Z3,P,"extraccion de productos de la concepcion, forceps bajo, abordaje orificio natural o artificial",forceps
