Code,D_P,Description,Literal
3E0H73Z,P,"Introducción en gastrointestinal inferior de anti-inflamatorio, abordaje orificio natural o artificial",indometacina rectal
3E0H7GC,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",misoprostol rectales
3E0H7GC,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",Misoprostol rectal.
3E0H7GC,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",cytotecs rectales
3E0H7GC,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",misoprostol rectal
3E0H7GC,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",Cytotec rectales
3E0H7GC,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",Misoprostol rectal
3E0H7GC,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",cytotec rectal
3E0H7GC,P,"Introducción en gastrointestinal inferior de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",cytotec rectales
3E0K7GC,P,"Introducción en tracto genitourinario de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",DEFLUX
3E0K805,P,"Introducción en tracto genitourinario de antineoplásico, otro antineoplásico, abordaje orificio natural o artificial, endoscópico",MMC postoperatoria
3E0K805,P,"Introducción en tracto genitourinario de antineoplásico, otro antineoplásico, abordaje orificio natural o artificial, endoscópico",MMC
3E0K805,P,"Introducción en tracto genitourinario de antineoplásico, otro antineoplásico, abordaje orificio natural o artificial, endoscópico",Mitomicina
3E0K805,P,"Introducción en tracto genitourinario de antineoplásico, otro antineoplásico, abordaje orificio natural o artificial, endoscópico",INSTILACIÓN DE mmc
3E0K805,P,"Introducción en tracto genitourinario de antineoplásico, otro antineoplásico, abordaje orificio natural o artificial, endoscópico",MMC PostOPERATORIA
3E0L3TZ,P,"Introducción en cavidad pleural de agente destructivo, abordaje percutáneo",Uroquinasa
3E0L3TZ,P,"Introducción en cavidad pleural de agente destructivo, abordaje percutáneo",uroquinasa
3E0P7GC,P,"Introducción en reproductor femenino de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",maduración cervical
3E0P7GC,P,"Introducción en reproductor femenino de otra sustancia terapéutica, otra sustancia, abordaje orificio natural o artificial",Maduración cervical
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",propess
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",misofar
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",misoprostol
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",dinoprostona
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",prostaglandinas
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",Misofar
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",prostanglandinas
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",Prostaglandinas
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",PGE2
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",PROPESS
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",Dinoprostona
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",Propess
3E0P7VZ,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial",pge2
3E0R3BZ,P,"Introducción en canal espinal de agente anestésico, abordaje percutáneo",Peridural
3E0R3BZ,P,"Introducción en canal espinal de agente anestésico, abordaje percutáneo",peridural
3E0R3BZ,P,"Introducción en canal espinal de agente anestésico, abordaje percutáneo",Epidural
3E0R3BZ,P,"Introducción en canal espinal de agente anestésico, abordaje percutáneo",EPIDURAL
3E0S3GC,P,"Introducción en espacio epidural de otra sustancia terapéutica, otra sustancia, abordaje percutáneo",parche hemático
3E10X8Z,P,"Irrigación de piel y mucosas, con sustancia de irrigación, abordaje externo",curas
3E10X8Z,P,"Irrigación de piel y mucosas, con sustancia de irrigación, abordaje externo",Limpieza de la quemadura
3E1978Z,P,"Irrigación de nariz, con sustancia de irrigación, abordaje orificio natural o artificial",rentat nasal
3E1978Z,P,"Irrigación de nariz, con sustancia de irrigación, abordaje orificio natural o artificial",lavado nasal
3E1H78Z,P,"Irrigación de gastrointestinal inferior, con sustancia de irrigación, abordaje orificio natural o artificial",enemas
3E1H78Z,P,"Irrigación de gastrointestinal inferior, con sustancia de irrigación, abordaje orificio natural o artificial",enema
3E1K78Z,P,"Irrigación de tracto genitourinario, con sustancia de irrigación, abordaje orificio natural o artificial",lavados vesical
3E1K78Z,P,"Irrigación de tracto genitourinario, con sustancia de irrigación, abordaje orificio natural o artificial",lavado vesical
3E1K78Z,P,"Irrigación de tracto genitourinario, con sustancia de irrigación, abordaje orificio natural o artificial",Lavado vesical
3E1K78Z,P,"Irrigación de tracto genitourinario, con sustancia de irrigación, abordaje orificio natural o artificial",LAVADO vesical CONTINUO
3E1K78Z,P,"Irrigación de tracto genitourinario, con sustancia de irrigación, abordaje orificio natural o artificial",lavados vesicales continuos
3E1K78Z,P,"Irrigación de tracto genitourinario, con sustancia de irrigación, abordaje orificio natural o artificial",Lavado vesical contínuo
3E1K78Z,P,"Irrigación de tracto genitourinario, con sustancia de irrigación, abordaje orificio natural o artificial",Lavados vesicales
3E1K78Z,P,"Irrigación de tracto genitourinario, con sustancia de irrigación, abordaje orificio natural o artificial",lavados vesicales contínuos
3E1M38Z,P,"Irrigación de cavidad peritoneal, con sustancia de irrigación, abordaje percutáneo",LAVADO PERITONEO
3E1M38Z,P,"Irrigación de cavidad peritoneal, con sustancia de irrigación, abordaje percutáneo",LAVADO PERITONEAL
3E1M38Z,P,"Irrigación de cavidad peritoneal, con sustancia de irrigación, abordaje percutáneo",LAVADO pERITONEO
3E1P88Z,P,"Irrigación de reproductor femenino, con sustancia de irrigación, abordaje orificio natural o artificial, endoscópico",CROMOPERTUBACIÓN
4A00X4Z,P,"Medición de actividad eléctrica, nervioso central, abordaje externo",EEG
4A00X4Z,P,"Medición de actividad eléctrica, nervioso central, abordaje externo",Electroencefalograma
4A0234Z,P,"Medición de actividad eléctrica, cardiaco, abordaje percutáneo",cardioversión eléctrica
4A023N6,P,"Medición de toma de muestras y presión, corazón derecho, cardiaco, abordaje percutáneo",Coronariografía 2
4A02X4Z,P,"Medición de actividad eléctrica, cardiaco, abordaje externo",EKG
4A02X4Z,P,"Medición de actividad eléctrica, cardiaco, abordaje externo",electrocardiograma
4A02X4Z,P,"Medición de actividad eléctrica, cardiaco, abordaje externo",ECG
4A02X4Z,P,"Medición de actividad eléctrica, cardiaco, abordaje externo",Electrocardiograma
4A02X4Z,P,"Medición de actividad eléctrica, cardiaco, abordaje externo",ecg
4A0B78Z,P,"Medición de motilidad, gastrointestinal, abordaje orificio natural o artificial",Manometría
4A0FX3Z,P,"Medición de contractilidad, músculo esquelético, abordaje externo",Electromiografía
4A0FX3Z,P,"Medición de contractilidad, músculo esquelético, abordaje externo",emg
4A0FX3Z,P,"Medición de contractilidad, músculo esquelético, abordaje externo",EMG
4A0ZX6Z,P,"Medición de metabolismo, abordaje externo",monitorización cardiorrespiratoria
4A10X4Z,P,"Monitorización de actividad eléctrica, nervioso central, abordaje externo",video EEG
4A10X4Z,P,"Monitorización de actividad eléctrica, nervioso central, abordaje externo",vídeoEEG
4A10X4Z,P,"Monitorización de actividad eléctrica, nervioso central, abordaje externo",electroencefalograma
4A10X4Z,P,"Monitorización de actividad eléctrica, nervioso central, abordaje externo",Vídeo EEG
4A12X4Z,P,"Monitorización de actividad eléctrica, cardiaco, abordaje externo",Monitorización pulsioximétrica
4A12X4Z,P,"Monitorización de actividad eléctrica, cardiaco, abordaje externo",Monitorización cardio-respiratoria
4A12X4Z,P,"Monitorización de actividad eléctrica, cardiaco, abordaje externo",Monitorizacion pulsioximetrica
4A12X4Z,P,"Monitorización de actividad eléctrica, cardiaco, abordaje externo",TELEMETRIA
4A12X4Z,P,"Monitorización de actividad eléctrica, cardiaco, abordaje externo",Telemetría
4A12X9Z,P,"Monitorización de gasto, cardiaco, abordaje externo",pulsioximetria
4A13XR1,P,"Monitorización de saturación, periférico, arterial, abordaje externo",gasometría
4A1HXCZ,P,"Monitorización de frecuencia, productos de la concepción, cardiaco, abordaje externo",APGAr
4A1HXCZ,P,"Monitorización de frecuencia, productos de la concepción, cardiaco, abordaje externo",MF
4A1HXCZ,P,"Monitorización de frecuencia, productos de la concepción, cardiaco, abordaje externo",APGAR
4A1HXCZ,P,"Monitorización de frecuencia, productos de la concepción, cardiaco, abordaje externo",mf
4A1HXCZ,P,"Monitorización de frecuencia, productos de la concepción, cardiaco, abordaje externo",Monitorización fetal
4A1HXCZ,P,"Monitorización de frecuencia, productos de la concepción, cardiaco, abordaje externo",Apgar5
4A1HXCZ,P,"Monitorización de frecuencia, productos de la concepción, cardiaco, abordaje externo",Apgar
4A1HXCZ,P,"Monitorización de frecuencia, productos de la concepción, cardiaco, abordaje externo",apgar
4A1ZXQZ,P,"Monitorización de sueño, abordaje externo",pulsioximetria
5A09357,P,"Asistencia de ventilación, respiratorio, con presión positiva respiratoria continua, menos de 24 horas consecutivas",cPAP 1
5A09357,P,"Asistencia de ventilación, respiratorio, con presión positiva respiratoria continua, menos de 24 horas consecutivas",BIPAP
5A09357,P,"Asistencia de ventilación, respiratorio, con presión positiva respiratoria continua, menos de 24 horas consecutivas",CPAP 1
5A09457,P,"Asistencia de ventilación, respiratorio, con presión positiva respiratoria continua, 24-96 horas consecutivas",cpap
5A09457,P,"Asistencia de ventilación, respiratorio, con presión positiva respiratoria continua, 24-96 horas consecutivas",CPAP
5A09557,P,"Asistencia de ventilación, respiratorio, con presión positiva respiratoria continua, más de 96 horas consecutivas",cpap 2
5A09557,P,"Asistencia de ventilación, respiratorio, con presión positiva respiratoria continua, más de 96 horas consecutivas",ventilación no invasiva
5A1935Z,P,"Soporte de ventilación, respiratorio, menos de 24 horas consecutivas",vm 1
5A1945Z,P,"Soporte de ventilación, respiratorio, 24-96 horas consecutivas",vm
5A1955Z,P,"Soporte de ventilación, respiratorio, más de 96 horas consecutivas",vm 2
5A1D70Z,P,"Soporte de filtración, urinario, intermitente, menos de 6 horas al día",dialisis
5A1D70Z,P,"Soporte de filtración, urinario, intermitente, menos de 6 horas al día",diálisis
5A1D70Z,P,"Soporte de filtración, urinario, intermitente, menos de 6 horas al día",sesiones de hemodiálisis
5A2204Z,P,"Reversión de ritmo, cardiaco, único",cardioversión eléctrica
6A600ZZ,P,"Fototerapia, piel, único",fototerapia
8E0W0CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje abierto",Nefrectomía radical derecha
8E0W0CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje abierto",PROSTATECTOMIA RADICAL
8E0W0CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje abierto",PROSTATECTOMÍA RADICAL
8E0W4CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo",robot
8E0W4CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo",laparoscopia asistida por robot
8E0W4CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo",robótica
8E0W4CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo",laparoscópica asistida por robot
8E0W4CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo",robótica lap
8E0W4CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo",prostatectomía radical laparoscópica asistida por robot
8E0W4CZ,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo",ROBÓTICA
8E0ZXY6,P,"Otros procedimientos, otro método, aislamiento, abordaje externo",AISLAMIENTO
B00BYZZ,P,"Radiografía simple de médula espinal, con contraste, otro contraste",Arteriografía medula
B0201ZZ,P,"Tomografía computarizada (scanner tc) de cerebro, con contraste, baja osmolaridad",TC craneal con contraste
B0201ZZ,P,"Tomografía computarizada (scanner tc) de cerebro, con contraste, baja osmolaridad",TC cranial amb contrast
B0201ZZ,P,"Tomografía computarizada (scanner tc) de cerebro, con contraste, baja osmolaridad",TAC craneal con contraste
B020ZZZ,P,Tomografía computarizada (scanner tc) de cerebro,TAC cráneo
B020ZZZ,P,Tomografía computarizada (scanner tc) de cerebro,TAC cranial
